name,NI,age
Tyshawn,0.18,42
Cale,0.39,15
Coby,0.35,21
Keven,0.27,30
Martez,0.77,51
Kendal,0.53,40
Mariano,0.27,59
Darwin,0.15,21
Davin,0.9,40
Jody,0.32,59
Ashley,0.18,62
Devaughn,0.93,55
Francesco,0.18,7
Isidro,0.1,14
Tarik,0.99,63
Darrien,0.95,6
Deonta,0.29,65
Kevon,0.89,14
Rodrick,0.96,35
Kalen,0.85,40
Kenton,0.01,24
Storm,0.97,27
Austyn,0.28,45
Caden,0.76,20
Edmund,0.13,33
Kaden,0.86,57
Denzell,0.69,37
Rakeem,0.73,35
Dejuan,0.96,25
Tavon,0.59,49
Abram,0.05,29
Bailey,0.8,22
Darrion,0.95,10
Emerson,0.57,31
Lazaro,0.18,28
Asher,0.81,38
Jerod,0.93,40
Schuyler,0.31,49
Deontae,0.46,49
Domingo,0.65,54
Fredy,0.03,53
Montrell,0.31,23
Stacy,0.95,65
Dereck,0.7,12
Jevon,0.19,49
Male,0.6,18
Westley,0.51,39
Jedidiah,0.37,24
Montana,0.24,58
Roosevelt,0.94,57
Willis,0.55,16
Daron,0.05,35
Donavon,0.4,11
Dyllan,0.29,11
Garth,0.87,25
Kole,0.79,45
Malcom,0.02,32
Rocco,0.31,7
Dave,0.51,36
Domonique,0.37,9
Samson,0.53,52
Stevie,0.07,65
Syed,0.07,65
Axel,0.87,18
Cedrick,0.58,30
Derik,0.6,10
Garrick,0.16,19
Remington,0.86,63
Valentin,0.38,9
Demonte,0.17,9
Elvin,0.1,37
Louie,0.14,39
Marlin,0.4,30
Marty,0.24,64
Teddy,0.63,30
Timmy,0.17,56
Titus,0.19,62
Torrey,0.52,55
Unknown,0.68,33
Wallace,0.24,15
Davante,0.42,11
Denver,0.21,16
Giancarlo,0.61,21
Kalvin,0.23,26
Mickey,0.3,33
Rayshawn,0.78,28
Dakoda,0.9,29
Genaro,0.88,13
Michael,0.39,53
Christopher,0.67,34
Matthew,0.73,5
Joshua,0.31,9
Tyler,0.48,65
Brandon,0.78,10
Jacob,0.04,40
Daniel,0.23,34
Nicholas,0.8,21
Andrew,0.25,32
Joseph,0.25,33
Zachary,0.66,50
David,0.09,16
James,0.44,56
John,0.1,64
Ryan,0.71,65
Austin,0.8,54
Anthony,0.34,23
William,0.56,53
Justin,0.39,64
Robert,0.98,39
Alexander,0.36,59
Jonathan,0.29,27
Kyle,0.79,11
Cody,0.76,27
Kevin,0.96,61
Thomas,0.66,36
Aaron,0.77,60
Jordan,0.72,30
Eric,0.81,24
Benjamin,0.67,25
Dylan,0.49,26
Samuel,0.81,55
Steven,0.09,9
Christian,0.91,29
Jose,0.2,37
Brian,0.14,46
Adam,0.71,63
Timothy,0.62,51
Nathan,0.09,64
Richard,0.46,24
Patrick,0.85,21
Charles,0.14,46
Sean,0.46,62
Jesse,1,12
Jason,0.77,23
Jeremy,0.87,17
Mark,0.85,9
Stephen,0.89,52
Alex,0.68,58
Juan,0.52,54
Cameron,0.38,37
Travis,0.05,30
Taylor,0.54,39
Jeffrey,0.16,52
Dustin,0.39,45
Trevor,0.6,35
Luis,0.8,34
Connor,0.22,47
Caleb,0.21,5
Devin,0.46,59
Evan,0.68,15
Jared,0.09,52
Paul,0.22,7
Kenneth,0.11,61
Bryan,0.78,22
Hunter,0.63,15
Gabriel,0.69,49
Dakota,0.69,18
Logan,0.08,20
Mitchell,0.87,36
Carlos,0.87,26
Corey,0.6,20
Ian,0.85,61
Marcus,0.42,35
Gregory,0.86,36
Derek,0.06,31
Nathaniel,0.02,18
Scott,0.98,16
Jesus,0.62,45
Blake,0.54,54
Garrett,0.24,64
Bradley,0.72,46
Edward,0.39,61
Dalton,0.08,19
Shawn,0.55,58
Peter,0.64,34
Antonio,0.32,9
Ethan,0.51,45
Seth,0.29,20
Luke,0.87,20
Shane,0.92,53
Victor,0.48,6
Miguel,0.21,19
Lucas,0.24,7
Tanner,0.79,61
Spencer,0.48,60
Adrian,0.43,18
Erik,0.59,10
Vincent,0.47,48
Dillon,0.97,30
Cory,0.29,50
Isaac,0.44,48
Angel,0.84,16
Alejandro,0.92,58
Jake,0.57,62
Brett,0.05,36
Joel,0.65,50
Alec,0.96,40
George,0.15,28
Cole,0.02,54
Jorge,0.37,6
Eduardo,0.42,27
Chase,0.46,11
Raymond,0.38,48
Casey,0.09,43
Devon,0.82,17
Wesley,0.84,37
Ricardo,0.66,10
Francisco,0.87,8
Colton,0.83,45
Troy,0.64,58
Oscar,0.59,24
Colin,0.27,14
Mason,0.43,49
Keith,0.66,44
Jack,0.04,24
Dominic,0.66,44
Brendan,0.16,28
Chad,0.56,27
Phillip,0.44,34
Donald,0.85,30
Elijah,0.13,53
Johnathan,0.94,63
Martin,1,29
Derrick,0.33,52
Ronald,0.61,14
Cristian,0.13,32
Xavier,0.75,51
Julian,0.49,15
Frank,0.65,11
Mario,0.5,14
Manuel,0.01,29
Alan,0.71,45
Omar,0.7,22
Henry,0.04,18
Edgar,0.64,50
Andre,1,34
Clayton,0.63,45
Bryce,0.65,34
Grant,0.71,42
Collin,0.74,19
Javier,0.73,13
Jonathon,0.55,36
Darius,0.43,11
Douglas,0.53,35
Levi,0.78,17
Jeremiah,0.39,28
Noah,0.34,57
Sergio,0.12,29
Hector,0.11,12
Roberto,0.2,9
Andres,0.17,53
Nicolas,0.23,43
Johnny,0.26,17
Jackson,0.28,11
Gary,0.7,52
Philip,0.01,32
Isaiah,0.8,47
Curtis,0.29,52
Drew,0.5,15
Ivan,0.52,6
Brady,0.73,18
Fernando,0.9,35
Edwin,0.03,40
Hayden,0.74,5
Dennis,0.71,12
Cesar,0.97,17
Allen,0.81,41
Zachery,0.4,22
Ruben,0.68,45
Maxwell,0.91,29
Jalen,0.8,45
Marco,0.25,24
Erick,0.86,22
Randy,0.08,8
Mathew,0.96,57
Brent,0.64,6
Pedro,0.14,10
Tony,0.6,35
Max,0.16,57
Jerry,0.36,12
Preston,0.41,56
Riley,0.56,12
Calvin,0.57,45
Larry,0.68,55
Wyatt,0.32,24
Craig,0.72,49
Raul,0.67,25
Colby,0.53,51
Darren,0.79,25
Rafael,0.76,6
Jeffery,0.22,33
Carl,0.41,54
Ricky,0.44,30
Louis,0.9,6
Tevin,0.54,35
Jaime,0.51,57
Albert,0.62,8
Jimmy,0.56,5
Kristopher,0.77,41
Trey,0.91,31
Marc,0.39,33
Skyler,0.39,19
Damian,0.08,49
Chance,0.71,21
Forrest,0.94,13
Harrison,0.65,37
Kaleb,0.32,64
Julio,0.58,5
Alberto,0.9,19
Dallas,0.5,36
Sebastian,0.98,12
Trenton,0.05,46
Conner,0.42,62
Armando,0.65,13
Alexis,0.74,42
Gerardo,0.02,53
Gage,0.75,49
Emmanuel,0.98,22
Danny,0.48,47
Zackary,0.21,25
Micheal,0.91,65
Russell,0.55,38
Shaquille,0.47,5
Lawrence,0.84,43
Diego,0.77,63
Parker,0.74,20
Dominique,0.98,13
Jamal,0.12,11
Terry,0.91,46
Abraham,0.75,22
Joe,0.17,5
Rodney,0.3,60
Jonah,0.02,23
Micah,0.59,45
Kody,0.05,33
Arthur,0.41,30
Landon,0.9,7
Deandre,0.49,61
Walter,0.31,47
Todd,0.81,56
Marcos,0.47,13
Bobby,0.78,26
Billy,0.99,17
Gavin,0.24,21
Lance,0.87,11
Andy,0.11,8
Avery,0.8,31
Nolan,0.33,49
Donovan,0.36,35
Jay,0.1,37
Nickolas,0.32,32
Roger,1,19
Enrique,0.32,62
Josue,0.54,10
Randall,0.84,46
Trent,0.51,52
Ramon,0.44,44
Branden,0.12,19
Jon,0.31,51
Morgan,0.84,13
Arturo,0.16,56
Alfredo,0.24,50
Terrance,0.07,64
Jessie,0.21,48
Malcolm,0.55,31
Damien,0.24,54
Devonte,0.9,12
Marvin,0.02,18
Gustavo,0.07,42
Marquis,0.77,39
Israel,0.04,16
Gerald,0.12,14
Jamie,0.81,63
Giovanni,0.28,41
Kendall,0.28,48
Miles,0.8,16
Johnathon,0.92,11
Eddie,0.78,39
Willie,0.45,56
Theodore,0.3,16
Damon,0.47,52
Maurice,0.58,51
Reginald,0.66,53
Lorenzo,0.67,38
Lee,0.73,7
Josiah,0.71,55
Frederick,0.08,52
Salvador,0.22,26
Demetrius,0.03,20
Dominick,0.19,18
Bryant,0.92,56
Conor,0.8,64
Eli,0.53,52
Roy,0.13,21
Zackery,0.53,26
Malik,0.27,46
Devante,0.58,62
Quinton,0.77,25
Ross,0.5,32
Tyrone,0.43,10
Marshall,0.39,29
Carson,0.84,61
Dean,0.95,17
Tommy,0.34,30
Ernesto,0.13,40
Elias,0.9,37
Ty,0.23,51
Zachariah,0.47,23
Terrence,0.36,8
Harley,0.36,33
Dante,0.38,17
Shaun,0.76,32
Zane,0.38,65
Fabian,0.29,45
Pablo,0.3,36
Brock,0.1,47
Brennan,0.34,28
Bruce,0.9,37
Kelvin,0.19,31
Darrell,0.11,31
Wayne,0.56,44
Rene,0.42,58
Denzel,0.82,26
Terrell,0.05,24
Brenden,0.03,18
Jerome,0.01,57
Drake,0.2,35
Francis,0.99,28
Braden,0.03,38
Brendon,0.71,49
Quentin,0.82,46
Nelson,0.7,39
Steve,0.41,52
Myles,0.33,5
Angelo,0.76,17
Chandler,0.14,55
Franklin,0.82,42
Neil,0.79,30
Tucker,0.77,12
Melvin,0.58,65
Lane,0.21,20
Clay,0.98,27
Ashton,0.19,57
Simon,0.53,65
Darian,0.39,50
Guillermo,0.93,52
Desmond,0.89,60
Liam,0.16,29
Ronnie,0.96,52
Orlando,0.93,20
Trevon,0.76,62
Weston,0.28,51
Dale,0.3,32
Mackenzie,0.73,10
Devan,0.59,36
Byron,0.32,24
Leonard,0.19,26
Oliver,0.74,59
Ismael,0.37,34
Eugene,0.65,47
Darryl,0.39,57
Daquan,0.4,10
Kendrick,0.37,7
Leonardo,0.25,28
Roman,0.62,44
Esteban,0.9,47
Emilio,0.24,50
Emanuel,0.53,41
Karl,0.81,22
Geoffrey,0.64,37
Darien,0.66,22
Stanley,0.86,19
Keegan,0.55,15
Warren,0.7,19
Kenny,0.87,46
Rodolfo,0.47,62
Saul,0.49,13
Quinn,0.04,30
Ernest,0.88,15
Felix,0.45,46
Graham,0.6,16
Keenan,0.11,55
Beau,0.36,46
Stefan,0.87,28
Clinton,0.29,31
Skylar,0.57,59
Abel,0.64,9
Corbin,0.62,40
Moises,0.16,43
Sterling,0.81,48
Davon,0.03,34
Griffin,0.1,57
Ray,0.04,62
Kyler,0.68,65
Jarrett,0.21,39
Deshawn,0.55,61
Dwayne,0.93,56
Glenn,0.32,13
Joey,0.04,5
Kurt,0.08,48
Sam,0.75,53
Wade,0.95,16
Kameron,0.63,52
Harry,0.97,62
Hugo,1,20
Cedric,0.07,10
Alvin,0.18,60
Felipe,0.17,43
Carter,0.76,29
Leon,0.03,39
Tylor,0.7,60
Davis,0.16,55
Gilberto,0.44,41
Jaquan,0.99,33
Jermaine,0.31,28
Allan,0.57,17
Rashad,0.1,20
Reid,0.78,11
Jakob,0.57,25
Alfonso,0.32,61
Jordon,0.71,18
Elliot,0.36,35
Lukas,0.54,51
Dane,0.44,34
Sheldon,0.08,10
Cooper,0.34,21
Harold,0.25,10
Aidan,0.51,28
Rudy,0.16,33
Braxton,0.16,27
Kristian,0.11,11
Reed,0.19,31
Jarred,0.92,18
Gilbert,0.51,49
Noel,0.36,63
Marquise,0.54,30
Tyrell,0.53,51
Javon,0.47,35
Nikolas,0.38,20
Tristan,0.77,60
Demarcus,0.19,64
Owen,0.76,37
Jarvis,0.08,34
Clarence,0.65,9
Ramiro,0.6,5
Rogelio,0.62,10
Elliott,0.99,56
Stephan,0.32,39
Ali,0.54,15
Rolando,0.74,12
Leo,0.31,26
Stuart,0.64,30
Alonzo,0.59,64
Justice,0.82,10
Darnell,0.9,17
Bryson,0.56,46
Sawyer,0.76,57
Tomas,0.48,14
Quincy,0.19,19
Brody,0.13,11
Deon,0.06,19
Jarrod,0.4,42
Donte,0.59,54
Alfred,0.16,53
Charlie,0.88,38
Nigel,0.99,23
Ariel,0.89,35
Keaton,0.09,49
Marlon,0.38,33
Deonte,0.8,53
Kurtis,0.67,16
Chris,0.17,24
Noe,0.87,35
Roderick,0.2,10
Lewis,0.96,42
Clint,0.53,9
Ralph,0.25,14
Tre,0.42,49
Rodrigo,0.66,46
Jayson,0.15,36
Garret,0.73,16
Bret,0.23,48
Bernard,0.71,17
Damion,0.27,55
Barry,0.63,64
Derick,0.29,58
Mitchel,0.3,41
Nathanael,0.28,44
Tyson,0.16,7
Blaine,0.52,12
Payton,0.23,46
Shannon,0.67,57
Austen,0.5,14
Kory,0.73,27
Clifford,0.69,39
Markus,0.5,37
Sidney,0.5,42
Julius,0.6,17
Santiago,0.08,62
Duncan,0.3,5
Kelly,0.08,23
Grayson,0.6,26
Brad,0.86,15
Efrain,0.54,65
Raheem,0.03,56
Earl,0.4,11
Kirk,0.89,62
Mauricio,0.77,11
Maximilian,0.06,34
Dequan,0.01,8
Howard,0.66,29
Vicente,0.69,39
Baby,0.33,9
Darion,0.64,38
Dashawn,0.27,21
Heath,0.82,47
Khalil,0.29,27
Lamar,0.56,16
Dorian,0.43,18
Stephon,0.19,35
Walker,0.25,16
Wilson,0.37,11
Ahmad,0.03,33
Perry,0.25,6
Dwight,0.54,42
Humberto,0.46,11
Shelby,0.2,14
Adan,0.58,39
Isiah,0.23,37
Tyree,0.7,24
Dion,0.9,58
Jaylen,0.89,18
Kareem,0.84,16
Peyton,0.04,43
Carlton,0.05,19
Dexter,0.92,18
Daryl,0.61,50
Antoine,0.28,18
Osvaldo,0.24,63
Gordon,0.34,30
Terence,0.36,23
Addison,0.33,54
Gunnar,0.11,31
Jaron,0.15,10
Moses,0.63,59
Colten,0.66,14
Kasey,0.06,48
Alvaro,0.78,13
Uriel,0.83,31
Leroy,0.82,40
Chaz,0.28,37
Juwan,0.63,16
Korey,0.91,33
Amir,0.81,51
Courtney,0.51,23
Jace,0.76,60
Jamar,0.08,59
Roland,0.56,42
Shayne,0.92,31
Norman,0.92,34
Salvatore,0.99,24
Brice,0.06,40
Glen,0.7,59
Lonnie,0.41,49
Brenton,0.28,20
Leonel,0.56,33
Anton,0.38,31
Darrius,0.98,43
Davonte,0.28,6
Deion,0.99,62
Fredrick,0.88,55
Mohammad,0.34,48
Freddy,0.57,27
Travon,0.95,54
Adolfo,0.9,23
Brayden,0.76,46
Issac,0.18,26
Toby,0.69,18
Darrin,0.17,27
Cade,0.31,13
Coleman,0.67,39
Dimitri,0.18,15
Solomon,0.32,13
Deven,0.63,34
Quintin,0.28,38
Jamel,0.33,17
Kent,0.36,32
Cullen,0.15,30
Dillan,0.29,12
Agustin,0.04,23
Frankie,0.57,41
Holden,0.73,27
Coty,0.94,57
Kristofer,0.76,10
Reynaldo,0.31,37
Jean,0.88,42
Joaquin,0.87,54
Conrad,0.25,55
Devonta,0.46,44
Neal,0.44,18
Lloyd,0.82,51
Mohammed,0.38,61
Ben,0.7,25
Ezekiel,0.16,8
Mike,0.46,48
Nathanial,0.03,33
Everett,0.62,6
Lamont,0.43,60
Guadalupe,0.94,11
Aron,0.02,57
Milton,0.99,53
Cortez,0.19,39
Dandre,0.03,56
Rigoberto,0.28,9
Tracy,1,32
Kane,0.24,41
Cornelius,0.22,18
Jaden,0.79,51
Nestor,0.82,56
Houston,0.77,53
Malachi,0.75,7
Vernon,0.37,39
Clark,0.66,6
Clifton,0.87,32
Rick,0.86,23
Arnold,0.29,29
Hakeem,0.98,59
Ignacio,0.82,25
Marcel,0.35,16
Ahmed,0.75,12
Irvin,0.52,43
Tate,0.93,37
Brooks,0.98,20
Duane,0.27,26
Darin,0.21,10
Dusty,0.98,41
Gerard,0.06,12
Raphael,0.85,59
Deangelo,0.64,35
Fred,0.6,22
Jaleel,0.42,7
Rickey,0.12,10
Colt,0.73,42
Forest,0.87,21
Reece,0.48,22
German,0.69,34
Trever,0.32,52
Will,0.79,55
Shaquan,0.8,8
Bennett,0.41,46
Winston,0.94,56
Bradford,0.47,16
Ladarius,0.79,61
Brennen,0.46,63
Gino,0.93,62
Jairo,0.46,46
Jamison,0.16,10
Reuben,0.39,46
Mohamed,0.28,40
Bernardo,0.73,19
Ezequiel,0.03,26
Herbert,0.08,53
Jimmie,0.96,15
Kerry,0.9,63
Madison,0.13,59
Raymundo,0.31,38
Brandyn,0.45,23
Don,0.55,10
Estevan,0.97,18
Kieran,0.2,13
Aubrey,0.98,64
Keon,0.65,34
Robin,0.57,33
Heriberto,0.62,27
Jameson,0.43,53
Kade,0.8,11
Zechariah,0.38,7
Thaddeus,0.36,12
Jovan,0.15,22
Antwan,0.05,30
Jefferson,0.6,12
Dillion,0.99,27
Ezra,0.15,6
Akeem,0.66,30
Pierce,0.89,32
Rory,0.02,54
Codey,0.25,57
Darrion,0.92,22
Jonas,0.84,28
Loren,0.75,6
Sammy,0.56,27
Freddie,0.58,62
Paris,0.19,41
Ulises,0.29,10
Dylon,0.02,58
Hassan,0.23,25
Arron,0.36,8
Cordell,0.56,28
Johnnie,0.17,39
Kaden,0.53,34
Kolby,0.82,10
Kai,0.29,12
Brandan,0.41,46
Jeff,0.47,35
Moshe,0.14,29
Rashawn,0.38,37
Vaughn,0.64,7
Irving,0.18,11
Khalid,0.79,45
Davion,0.22,6
Gene,0.52,56
Santos,0.93,38
Cruz,0.2,25
Javonte,0.57,26
Dakotah,0.95,20
Gonzalo,0.71,28
Jasper,0.55,48
Leslie,0.2,18
Caden,0.77,28
Kolton,0.63,55
Donavan,0.99,11
Stewart,0.83,62
Jamarcus,0.25,9
Nico,0.56,17
Pierre,0.57,52
Guy,0.3,63
Lester,0.08,59
Sage,0.51,23
Zakary,0.29,22
Grady,0.73,43
Jackie,0.74,48
Jamil,0.64,5
Dana,0.41,15
Donnell,0.6,25
Donnie,0.21,8
Shea,0.85,12
Royce,0.68,18
August,0.44,25
Dayton,1,8
Infant,0.55,62
Isaias,0.63,17
Jerrod,0.6,26
Keanu,0.98,31
Nick,0.17,53
Benito,0.23,6
Bo,0.85,24
Camron,0.99,33
Jade,0.3,56
Jaylon,0.98,48
Herman,0.78,22
Myron,0.61,49
Bradly,0.36,37
Cyrus,0.71,17
Darrian,0.47,11
Erich,0.46,34
Bailey,0.57,39
Jabari,0.02,55
Keven,0.66,15
Rhett,0.41,16
Codie,0.8,9
Garrison,0.49,52
Jarod,0.64,27
Lincoln,0.23,60
Deondre,0.33,28
Elvis,0.35,38
Montana,0.64,29
Reese,0.1,63
Tobias,0.01,21
Vance,0.13,65
Floyd,0.71,35
Octavio,0.13,40
Devyn,0.14,37
Gregorio,0.8,45
Junior,0.35,11
Elmer,0.9,50
Fidel,0.57,41
Quinten,0.86,36
Alexandro,0.04,60
Josef,0.79,63
Aric,0.39,17
Daulton,0.39,60
Elisha,0.85,35
Savon,0.33,21
Adonis,0.23,9
Dewayne,0.41,24
Jamaal,0.34,60
Asa,0.43,61
Dan,0.88,43
Rico,0.23,51
Bronson,0.95,64
Camden,0.37,35
Rocky,0.1,5
Dario,0.68,31
Trace,0.17,53
Ari,0.46,32
Cristopher,0.05,36
Jim,0.95,30
Tayler,0.72,60
Anderson,0.74,25
Erin,0.79,59
Josh,0.68,53
Tory,0.98,60
Hugh,0.56,14
Jessy,0.63,48
Shyheim,0.45,65
Stetson,0.54,20
Tyron,0.59,55
Austyn,0.35,7
Deshaun,0.84,18
Dondre,0.86,35
Jacoby,0.3,54
Rex,0.88,56
Kelsey,0.2,23
Emmett,0.74,10
Justyn,0.56,5
Kadeem,0.36,34
Leland,0.72,35
Markell,0.45,19
Efren,0.81,21
Kellen,0.64,18
Marquez,0.54,10
Menachem,0.9,18
Ted,0.67,25
Unknown,0.16,34
Amos,0.14,54
Cecil,0.96,65
Harvey,0.4,36
Justus,0.52,28
Markel,0.79,23
Misael,0.6,41
Rasheed,0.9,5
Alton,0.2,23
Blair,0.15,53
Abram,0.2,11
Ellis,0.36,44
Lionel,0.62,5
Maximillian,0.79,29
Dallin,0.97,34
Edgardo,0.64,47
Jayden,0.95,47
Khari,1,13
Dawson,0.06,41
Denver,0.5,29
Jevon,0.75,54
Tyquan,0.71,13
Rusty,0.43,47
Sonny,0.29,57
Trayvon,0.11,25
Niko,0.16,16
Alonso,0.17,48
Davin,0.37,17
Hernan,0.46,41
Muhammad,0.64,61
Remington,0.34,9
Augustus,0.57,50
Benny,0.31,15
Daron,0.28,26
Mikel,0.35,11
Silas,0.07,47
Valentin,0.47,60
Wendell,0.39,6
Antony,0.23,27
Clyde,0.08,48
Gunner,0.39,61
Ibrahim,0.88,40
Kelby,0.34,24
Kevon,0.27,31
Talon,0.4,51
Galen,0.81,8
Najee,0.07,18
Asher,0.69,55
Barrett,0.83,52
Jess,0.96,60
Jody,1,52
Jorden,1,27
Demetri,0.87,13
Devontae,0.32,57
Lyle,0.67,17
Auston,0.45,8
Coby,0.38,30
Marques,0.93,19
Orion,0.31,5
Sherman,0.8,62
Alexandre,0.45,61
Ryne,0.24,19
Storm,0.69,20
Turner,0.75,28
Bryon,0.15,52
Cain,0.98,61
Dionte,0.78,32
Kegan,0.71,31
Aldo,0.66,26
Andreas,0.13,8
Isidro,0.44,42
Jaylin,0.73,33
Titus,0.07,30
Cristobal,0.66,15
Giancarlo,0.18,49
Randolph,0.76,39
Dalvin,0.93,57
Edmund,0.89,33
Kelton,0.32,64
Trae,0.27,19
Brant,0.46,33
Broderick,0.96,32
Chadwick,0.05,6
Chaim,0.5,35
Chester,0.99,25
Jerrell,0.96,46
Kennedy,0.67,44
Carlo,0.1,50
Darrien,0.39,43
Domenic,0.19,42
Hans,1,61
Layne,0.21,6
River,0.29,63
Kendal,0.8,64
Kenton,0.27,24
Tavon,0.67,36
Codi,0.07,46
Julien,0.28,60
Rodrick,0.51,24
Ulysses,0.03,35
Alek,0.06,33
Destin,0.1,31
Eliseo,0.37,23
Kole,0.51,55
Marty,0.84,56
Otis,0.09,25
Tyrin,0.93,30
Darwin,0.66,52
Justen,0.49,17
Shelton,0.15,58
Kirby,0.99,22
Randal,0.56,23
Tariq,0.38,34
Jacques,0.96,23
Ryder,0.4,15
Dakoda,0.8,37
Demarco,0.78,21
Axel,0.63,10
Greg,0.13,52
Tyshawn,0.57,45
Wilfredo,0.11,31
Ashley,0.86,43
Cale,0.23,11
Demonte,0.49,38
Mikal,0.62,19
Syed,0.78,17
Sylvester,0.33,26
Eliezer,0.86,46
Samson,0.04,44
Ervin,0.68,34
Male,0.17,12
Nicklaus,0.88,15
Pete,0.76,59
Shay,0.7,51
Waylon,0.56,37
Westley,0.94,40
Darrick,0.31,44
Garry,0.63,43
Dejuan,0.51,8
Genaro,0.69,47
Maverick,0.94,37
Morris,0.38,34
Samir,0.74,27
Schuyler,0.57,63
Armani,0.01,22
Demario,0.57,40
Desean,0.45,9
Eddy,0.3,42
Garett,0.75,45
Kahlil,0.65,13
Spenser,0.79,61
Bryton,0.81,28
Dontae,0.96,36
Jerald,0.38,59
Jonatan,0.21,15
Lazaro,0.91,40
Luther,0.23,40
Nikko,0.11,20
Abdul,0.65,47
Brannon,0.26,40
Francesco,0.89,43
Dominque,0.41,25
Kenyon,0.26,25
Mickey,0.08,55
Blaise,0.38,55
Michael,0.56,28
Matthew,0.57,24
Christopher,0.92,62
Jacob,0.83,52
Joshua,0.01,29
Nicholas,0.58,64
Tyler,0.2,28
Brandon,0.68,34
Daniel,0.27,61
Austin,0.86,44
Andrew,1,12
Joseph,0.9,12
John,0.77,62
Zachary,0.56,30
Ryan,0.72,62
David,0.14,52
James,0.42,65
Justin,0.48,12
Anthony,0.42,45
William,0.78,29
Alexander,0.97,9
Robert,0.78,47
Jonathan,0.72,8
Kyle,0.13,51
Kevin,0.17,28
Cody,0.64,65
Thomas,0.75,30
Christian,0.62,31
Jordan,0.74,58
Aaron,0.04,63
Benjamin,0.05,43
Eric,0.5,36
Samuel,0.04,65
Dylan,0.53,53
Jose,0.66,37
Brian,0.01,42
Steven,0.83,51
Adam,0.77,29
Nathan,0.51,25
Timothy,0.3,5
Jason,0.54,30
Richard,0.99,8
Patrick,0.06,52
Charles,0.03,13
Sean,0.33,45
Jesse,0.04,5
Alex,0.85,46
Jeremy,0.63,50
Cameron,0.02,41
Juan,0.6,9
Logan,0.74,37
Mark,0.9,52
Hunter,0.81,43
Caleb,0.64,13
Connor,0.34,54
Dakota,0.32,28
Stephen,0.87,33
Devin,0.26,57
Luis,0.14,26
Evan,0.35,44
Trevor,0.05,32
Dustin,0.73,17
Jared,0.54,6
Jeffrey,0.17,41
Gabriel,0.56,59
Travis,0.43,9
Ian,0.88,16
Carlos,0.08,18
Taylor,0.31,10
Bryan,0.39,9
Paul,0.36,38
Kenneth,0.74,48
Nathaniel,0.66,9
Corey,0.49,47
Ethan,0.55,32
Jesus,0.62,48
Blake,0.74,49
Bradley,0.23,43
Mitchell,0.07,57
Garrett,0.9,48
Marcus,0.31,17
Luke,0.36,12
Derek,0.15,46
Gregory,0.66,10
Antonio,0.49,40
Tanner,0.42,22
Dalton,0.79,23
Edward,0.98,54
Peter,0.85,25
Victor,0.6,33
Scott,0.31,35
Lucas,0.54,39
Elijah,0.01,20
Miguel,0.03,58
Chase,0.22,45
Adrian,0.02,34
Seth,0.68,56
Isaac,0.75,47
Shawn,0.78,14
Noah,0.57,25
Angel,0.01,35
Mason,0.64,48
Shane,0.53,22
Spencer,0.8,48
Colton,0.92,24
Brett,0.9,26
Alejandro,0.76,49
Jake,0.88,25
Isaiah,0.92,23
Jack,0.23,25
Erik,0.48,6
Alec,0.55,9
Vincent,0.88,43
Jorge,0.55,59
George,0.79,47
Grant,0.16,5
Eduardo,0.57,19
Cole,0.82,26
Devon,0.07,8
Joel,0.63,51
Tristan,0.5,22
Dillon,0.23,9
Cory,0.36,55
Raymond,0.72,47
Francisco,0.56,64
Ricardo,0.7,42
Cristian,0.61,25
Wyatt,0.16,60
Wesley,0.32,22
Oscar,0.74,16
Malik,0.97,32
Julian,0.25,63
Brendan,0.06,18
Casey,0.46,51
Colin,0.17,45
Henry,0.75,13
Phillip,0.49,55
Dominic,0.93,64
Omar,0.58,39
Troy,0.1,20
Collin,0.78,46
Keith,0.56,13
Johnathan,0.58,20
Chad,0.49,19
Bryce,0.15,17
Ronald,0.81,9
Xavier,0.22,37
Mario,0.44,64
Martin,0.65,49
Manuel,0.49,48
Clayton,0.21,52
Edgar,0.43,12
Alan,0.87,56
Donald,0.5,26
Frank,0.62,11
Javier,0.84,7
Sergio,0.47,37
Levi,0.89,7
Derrick,0.78,11
Drew,0.89,24
Jackson,0.75,38
Andre,0.87,58
Jeremiah,0.65,7
Nicolas,0.71,16
Roberto,0.04,56
Jonathon,0.28,36
Douglas,0.36,61
Ivan,0.75,42
Darius,0.75,25
Riley,0.86,47
Andres,0.56,54
Hayden,0.53,26
Cesar,0.91,13
Alexis,0.45,61
Hector,0.94,37
Fernando,0.5,28
Chandler,0.24,5
Maxwell,0.71,9
Marco,0.98,50
Philip,0.65,41
Calvin,0.25,32
Preston,0.83,28
Curtis,0.58,20
Ruben,0.68,12
Dennis,0.29,13
Edwin,0.03,35
Johnny,0.4,53
Brady,0.26,51
Chance,0.52,39
Gary,0.08,48
Erick,0.89,17
Mathew,0.13,65
Brent,0.6,28
Pedro,0.56,53
Max,0.07,39
Tony,0.15,42
Allen,0.34,10
Zachery,0.17,38
Trenton,0.98,40
Raul,0.84,8
Jerry,0.35,5
Randy,0.7,16
Gage,0.23,63
Rafael,0.61,19
Conner,0.59,64
Kaleb,0.68,58
Sebastian,0.24,50
Armando,0.93,9
Colby,0.95,59
Larry,0.73,17
Jalen,0.39,8
Micah,0.25,41
Carl,0.12,52
Dallas,0.32,29
Jonah,0.57,23
